source,department,category_path,category_name,category_url,category_node,asin,rank_on_page,page_asin_count,depth,fetch_status,fetch_note
New Releases,Cell Phones & Accessories,Cell Phones & Accessories > Accessories,Accessories,https://www.amazon.com/gp/new-releases/wireless/2407755011/ref=zg_bsnr_nav_wireless_1,ref=zg_bsnr_nav_wireless_1,B0FHWK3W1S,5,31,1,ok,
New Releases,Cell Phones & Accessories,"Cell Phones & Accessories > Cases, Holsters & Clips","Cases, Holsters & Clips",https://www.amazon.com/gp/new-releases/wireless/2407760011/ref=zg_bsnr_nav_wireless_1,ref=zg_bsnr_nav_wireless_1,B0GD2M6XGB,1,31,1,ok,
New Releases,Cell Phones & Accessories,Cell Phones & Accessories > Cell Phones,Cell Phones,https://www.amazon.com/gp/new-releases/wireless/7072561011/ref=zg_bsnr_nav_wireless_1,ref=zg_bsnr_nav_wireless_1,B0FXY18C1J,2,31,1,ok,
New Releases,Cell Phones & Accessories,Cell Phones & Accessories > SIM Cards & Prepaid Minutes,SIM Cards & Prepaid Minutes,https://www.amazon.com/gp/new-releases/wireless/3345523011/ref=zg_bsnr_nav_wireless_1,ref=zg_bsnr_nav_wireless_1,B0GGB916NZ,1,31,1,ok,
New Releases,Camera & Photo,Camera & Photo > Accessories,Accessories,https://www.amazon.com/gp/new-releases/photo/172435/ref=zg_bsnr_nav_photo_1,ref=zg_bsnr_nav_photo_1,B0GDWQM5G2,1,31,1,ok,
New Releases,Camera & Photo,Camera & Photo > Bags & Cases,Bags & Cases,https://www.amazon.com/gp/new-releases/photo/172437/ref=zg_bsnr_nav_photo_1,ref=zg_bsnr_nav_photo_1,B0GHSYKB1W,2,31,1,ok,
New Releases,Camera & Photo,Camera & Photo > Binoculars & Scopes,Binoculars & Scopes,https://www.amazon.com/gp/new-releases/photo/499320/ref=zg_bsnr_nav_photo_1,ref=zg_bsnr_nav_photo_1,B0G5ZSSN1N,2,31,1,ok,
New Releases,Camera & Photo,Camera & Photo > Camcorders,Camcorders,https://www.amazon.com/gp/new-releases/photo/172421/ref=zg_bsnr_nav_photo_1,ref=zg_bsnr_nav_photo_1,B0GRH9X7R7,1,31,1,ok,
New Releases,Camera & Photo,Camera & Photo > DSLR Cameras,DSLR Cameras,https://www.amazon.com/gp/new-releases/photo/3017941/ref=zg_bsnr_nav_photo_1,ref=zg_bsnr_nav_photo_1,B0GGD5WFYT,1,31,1,ok,
New Releases,Camera & Photo,Camera & Photo > Digital Picture Frames,Digital Picture Frames,https://www.amazon.com/gp/new-releases/photo/525460/ref=zg_bsnr_nav_photo_1,ref=zg_bsnr_nav_photo_1,B0GTZ1Z4N3,1,31,1,ok,
New Releases,Camera & Photo,Camera & Photo > Lenses,Lenses,https://www.amazon.com/gp/new-releases/photo/499248/ref=zg_bsnr_nav_photo_1,ref=zg_bsnr_nav_photo_1,B0GW8LK7DW,1,31,1,ok,
New Releases,Camera & Photo,Camera & Photo > Point & Shoot Digital Cameras,Point & Shoot Digital Cameras,https://www.amazon.com/gp/new-releases/photo/330405011/ref=zg_bsnr_nav_photo_1,ref=zg_bsnr_nav_photo_1,B0GD64ZKCF,1,31,1,ok,
New Releases,Camera & Photo,Camera & Photo > Surveillance Cameras,Surveillance Cameras,https://www.amazon.com/gp/new-releases/photo/898400/ref=zg_bsnr_nav_photo_1,ref=zg_bsnr_nav_photo_1,B0FR8CPD7F,2,31,1,ok,
New Releases,Video Games,Video Games > Mac Games,Mac Games,https://www.amazon.com/gp/new-releases/videogames/229647/ref=zg_bsnr_nav_videogames_1,ref=zg_bsnr_nav_videogames_1,B0GMLBSSTD,1,31,1,ok,
New Releases,Video Games,Video Games > Microconsoles,Microconsoles,https://www.amazon.com/gp/new-releases/videogames/19497043011/ref=zg_bsnr_nav_videogames_1,ref=zg_bsnr_nav_videogames_1,B00LG0I9ZQ,2,31,1,ok,
New Releases,Video Games,Video Games > More Systems,More Systems,https://www.amazon.com/gp/new-releases/videogames/294940/ref=zg_bsnr_nav_videogames_1,ref=zg_bsnr_nav_videogames_1,B0GLDN85ZG,2,31,1,ok,
New Releases,Video Games,Video Games > Nintendo 3DS & 2DS,Nintendo 3DS & 2DS,https://www.amazon.com/gp/new-releases/videogames/2622269011/ref=zg_bsnr_nav_videogames_1,ref=zg_bsnr_nav_videogames_1,B0GK27TX1F,1,26,1,ok,
New Releases,Video Games,Video Games > Nintendo DS,Nintendo DS,https://www.amazon.com/gp/new-releases/videogames/11075831/ref=zg_bsnr_nav_videogames_1,ref=zg_bsnr_nav_videogames_1,B0GSCCJW1V,2,21,1,ok,
New Releases,Video Games,Video Games > Nintendo Switch,Nintendo Switch,https://www.amazon.com/gp/new-releases/videogames/16227128011/ref=zg_bsnr_nav_videogames_1,ref=zg_bsnr_nav_videogames_1,B0GKPV34CK,3,31,1,ok,
New Releases,Video Games,Video Games > Nintendo Switch 2,Nintendo Switch 2,https://www.amazon.com/gp/new-releases/videogames/206234609011/ref=zg_bsnr_nav_videogames_1,ref=zg_bsnr_nav_videogames_1,B0GZSLD685,1,31,1,ok,
New Releases,Video Games,Video Games > PC Games,PC Games,https://www.amazon.com/gp/new-releases/videogames/229575/ref=zg_bsnr_nav_videogames_1,ref=zg_bsnr_nav_videogames_1,B0G12HGHGM,1,31,1,ok,
New Releases,Video Games,Video Games > PlayStation 3,PlayStation 3,https://www.amazon.com/gp/new-releases/videogames/14210751/ref=zg_bsnr_nav_videogames_1,ref=zg_bsnr_nav_videogames_1,B0GQZ2BXJK,1,11,1,ok,
New Releases,Video Games,Video Games > PlayStation 4,PlayStation 4,https://www.amazon.com/gp/new-releases/videogames/6427814011/ref=zg_bsnr_nav_videogames_1,ref=zg_bsnr_nav_videogames_1,B0GSZFLQS7,1,31,1,ok,
New Releases,Video Games,Video Games > PlayStation 5,PlayStation 5,https://www.amazon.com/gp/new-releases/videogames/20972781011/ref=zg_bsnr_nav_videogames_1,ref=zg_bsnr_nav_videogames_1,B0FY929QN1,1,31,1,ok,
New Releases,Video Games,Video Games > PlayStation Vita,PlayStation Vita,https://www.amazon.com/gp/new-releases/videogames/3010556011/ref=zg_bsnr_nav_videogames_1,ref=zg_bsnr_nav_videogames_1,B0GKP5WDFG,1,12,1,ok,
New Releases,Video Games,Video Games > Sony PSP,Sony PSP,https://www.amazon.com/gp/new-releases/videogames/11075221/ref=zg_bsnr_nav_videogames_1,ref=zg_bsnr_nav_videogames_1,B0GC7H567H,1,8,1,ok,
New Releases,Video Games,Video Games > Virtual Reality,Virtual Reality,https://www.amazon.com/gp/new-releases/videogames/21479453011/ref=zg_bsnr_nav_videogames_1,ref=zg_bsnr_nav_videogames_1,B0G8Y3LQGY,1,31,1,ok,
New Releases,Video Games,Video Games > Wii,Wii,https://www.amazon.com/gp/new-releases/videogames/14218901/ref=zg_bsnr_nav_videogames_1,ref=zg_bsnr_nav_videogames_1,B0GJ14YXYJ,1,31,1,ok,
New Releases,Video Games,Video Games > Wii U,Wii U,https://www.amazon.com/gp/new-releases/videogames/3075112011/ref=zg_bsnr_nav_videogames_1,ref=zg_bsnr_nav_videogames_1,B0GHCYZLBR,2,17,1,ok,
New Releases,Video Games,Video Games > Xbox 360,Xbox 360,https://www.amazon.com/gp/new-releases/videogames/14220161/ref=zg_bsnr_nav_videogames_1,ref=zg_bsnr_nav_videogames_1,B0GRW5Q51R,1,23,1,ok,
New Releases,Video Games,Video Games > Xbox One,Xbox One,https://www.amazon.com/gp/new-releases/videogames/6469269011/ref=zg_bsnr_nav_videogames_1,ref=zg_bsnr_nav_videogames_1,B0F29F712R,1,31,1,ok,
New Releases,Video Games,Video Games > Xbox Series X,Xbox Series X,https://www.amazon.com/gp/new-releases/videogames/20972798011/ref=zg_bsnr_nav_videogames_1,ref=zg_bsnr_nav_videogames_1,B0GHC1548X,1,31,1,ok,
New Releases,Electronics,Electronics > Accessories & Supplies > Electronics,Electronics,https://www.amazon.com/gp/new-releases/electronics/ref=zg_bsnr_unv_electronics_1_281407_1,ref=zg_bsnr_unv_electronics_1_281407_1,B0GHPTPNWD,4,31,2,ok,
New Releases,Electronics,Electronics > Accessories & Supplies > Accessories,Accessories,https://www.amazon.com/gp/new-releases/electronics/172435/ref=zg_bsnr_nav_electronics_2_281407,ref=zg_bsnr_nav_electronics_2_281407,B0GCMDMH1X,2,31,2,ok,
New Releases,Electronics,Electronics > Accessories & Supplies > Accessories,Accessories,https://www.amazon.com/gp/new-releases/electronics/2407755011/ref=zg_bsnr_nav_electronics_2_281407,ref=zg_bsnr_nav_electronics_2_281407,B0GSD4KRC3,6,31,2,ok,
New Releases,Electronics,Electronics > Accessories & Supplies > Cable Organizer Bags & Cases,Cable Organizer Bags & Cases,https://www.amazon.com/gp/new-releases/electronics/290458/ref=zg_bsnr_nav_electronics_2_281407,ref=zg_bsnr_nav_electronics_2_281407,B0GL147DCT,1,31,2,ok,
New Releases,Electronics,Electronics > Accessories & Supplies > Cables,Cables,https://www.amazon.com/gp/new-releases/electronics/12954861/ref=zg_bsnr_nav_electronics_2_281407,ref=zg_bsnr_nav_electronics_2_281407,B0GKFLSHD4,1,31,2,ok,
New Releases,Electronics,Electronics > Accessories & Supplies > Cord Management,Cord Management,https://www.amazon.com/gp/new-releases/electronics/11042051/ref=zg_bsnr_nav_electronics_2_281407,ref=zg_bsnr_nav_electronics_2_281407,B0G9J4P626,1,31,2,ok,
New Releases,Electronics,Electronics > Accessories & Supplies > GPS System Accessories,GPS System Accessories,https://www.amazon.com/gp/new-releases/electronics/559942/ref=zg_bsnr_nav_electronics_2_281407,ref=zg_bsnr_nav_electronics_2_281407,B0GLXJM359,1,31,2,ok,
New Releases,Electronics,Electronics > Accessories & Supplies > Installation Services,Installation Services,https://www.amazon.com/gp/new-releases/electronics/2632817011/ref=zg_bsnr_nav_electronics_2_281407,ref=zg_bsnr_nav_electronics_2_281407,B0DVBL912R,1,1,2,ok,
New Releases,Electronics,Electronics > Accessories & Supplies > Microphones & Accessories,Microphones & Accessories,https://www.amazon.com/gp/new-releases/electronics/11974521/ref=zg_bsnr_nav_electronics_2_281407,ref=zg_bsnr_nav_electronics_2_281407,B0GR97WL5X,1,31,2,ok,
New Releases,Electronics,Electronics > Accessories & Supplies > Mounts,Mounts,https://www.amazon.com/gp/new-releases/electronics/10966911/ref=zg_bsnr_nav_electronics_2_281407,ref=zg_bsnr_nav_electronics_2_281407,B0GD62FK3Z,1,31,2,ok,
New Releases,Electronics,Electronics > Accessories & Supplies > Office Electronics Accessories,Office Electronics Accessories,https://www.amazon.com/gp/new-releases/electronics/172575/ref=zg_bsnr_nav_electronics_2_281407,ref=zg_bsnr_nav_electronics_2_281407,B0GLTW1TZM,1,31,2,ok,
New Releases,Electronics,Electronics > Accessories & Supplies > Power Strips & Surge Protectors,Power Strips & Surge Protectors,https://www.amazon.com/gp/new-releases/electronics/17854127011/ref=zg_bsnr_nav_electronics_2_281407,ref=zg_bsnr_nav_electronics_2_281407,B0FFGZH2S2,1,31,2,ok,
New Releases,Electronics,Electronics > Accessories & Supplies > Telephone Accessories,Telephone Accessories,https://www.amazon.com/gp/new-releases/electronics/172607/ref=zg_bsnr_nav_electronics_2_281407,ref=zg_bsnr_nav_electronics_2_281407,B0G81C8Q16,1,31,2,ok,
New Releases,Electronics,Electronics > Accessories & Supplies > Vehicle Electronics Accessories,Vehicle Electronics Accessories,https://www.amazon.com/gp/new-releases/electronics/10981291/ref=zg_bsnr_nav_electronics_2_281407,ref=zg_bsnr_nav_electronics_2_281407,B0GWMFSZWX,1,31,2,ok,
New Releases,Electronics,Electronics > Camera & Photo > Electronics,Electronics,https://www.amazon.com/gp/new-releases/electronics/ref=zg_bsnr_unv_electronics_1_502394_1,ref=zg_bsnr_unv_electronics_1_502394_1,B0GQVPX1PJ,6,31,2,ok,
New Releases,Electronics,Electronics > Camera & Photo > Accessories,Accessories,https://www.amazon.com/gp/new-releases/electronics/172435/ref=zg_bsnr_nav_electronics_2_502394,ref=zg_bsnr_nav_electronics_2_502394,B0GL9L4L9P,3,31,2,ok,
New Releases,Electronics,Electronics > Camera & Photo > Bags & Cases,Bags & Cases,https://www.amazon.com/gp/new-releases/electronics/172437/ref=zg_bsnr_nav_electronics_2_502394,ref=zg_bsnr_nav_electronics_2_502394,B0GD1GSYJL,3,31,2,ok,
New Releases,Electronics,Electronics > Camera & Photo > Binoculars & Scopes,Binoculars & Scopes,https://www.amazon.com/gp/new-releases/electronics/499320/ref=zg_bsnr_nav_electronics_2_502394,ref=zg_bsnr_nav_electronics_2_502394,B0GRYZ8P6D,3,31,2,ok,
New Releases,Electronics,Electronics > Camera & Photo > Digital Cameras,Digital Cameras,https://www.amazon.com/gp/new-releases/electronics/281052/ref=zg_bsnr_nav_electronics_2_502394,ref=zg_bsnr_nav_electronics_2_502394,B0GTQ6L31Y,2,31,2,ok,
